expressionID,operandID,arg1,arg2,expressionValue,description,expressionName,expressionTypeID,expressionGroupID,expressionAttributeID
450,12,26,446,None,,CurrentTarget->explosiveDamageBonus,None,None,None
451,12,26,447,None,,CurrentTarget->thermalDamageBonus,None,None,None
452,12,26,448,None,,CurrentTarget->kineticDamageBonus,None,None,None
453,31,7,449,None,,(CurrentTarget->emDamageBonus).(ModAdd),None,None,None
454,31,7,450,None,,(CurrentTarget->explosiveDamageBonus).(ModAdd),None,None,None
455,31,7,451,None,,(CurrentTarget->thermalDamageBonus).(ModAdd),None,None,None
456,31,7,452,None,,(CurrentTarget->kineticDamageBonus).(ModAdd),None,None,None
457,6,453,445,None,,((CurrentTarget->emDamageBonus).(ModAdd)).AddItemModifier (emDamageBonus),None,None,None
458,6,454,446,None,,((CurrentTarget->explosiveDamageBonus).(ModAdd)).AddItemModifier (explosiveDamageBonus),None,None,None
459,6,455,447,None,,((CurrentTarget->thermalDamageBonus).(ModAdd)).AddItemModifier (thermalDamageBonus),None,None,None
460,6,456,448,None,,((CurrentTarget->kineticDamageBonus).(ModAdd)).AddItemModifier (kineticDamageBonus),None,None,None
461,17,457,458,None,,((CurrentTarget->emDamageBonus).(ModAdd)).AddItemModifier (emDamageBonus));     (((CurrentTarget->explosiveDamageBonus).(ModAdd)).AddItemModifier (explosiveDamageBonus),None,None,None
462,17,459,460,None,,((CurrentTarget->thermalDamageBonus).(ModAdd)).AddItemModifier (thermalDamageBonus));     (((CurrentTarget->kineticDamageBonus).(ModAdd)).AddItemModifier (kineticDamageBonus),None,None,None
463,17,461,462,None,,((CurrentTarget->emDamageBonus).(ModAdd)).AddItemModifier (emDamageBonus));     (((CurrentTarget->explosiveDamageBonus).(ModAdd)).AddItemModifier (explosiveDamageBonus));     (((CurrentTarget->thermalDamageBonus).(ModAdd)).AddItemModifier (thermalDamageBonus));     (((CurrentTarget->kineticDamageBonus).(ModAdd)).AddItemModifier (kineticDamageBonus),None,None,None
464,58,453,445,None,,((CurrentTarget->emDamageBonus).(ModAdd)).RemoveItemModifier (emDamageBonus),None,None,None
465,58,454,446,None,,((CurrentTarget->explosiveDamageBonus).(ModAdd)).RemoveItemModifier (explosiveDamageBonus),None,None,None
466,58,455,447,None,,((CurrentTarget->thermalDamageBonus).(ModAdd)).RemoveItemModifier (thermalDamageBonus),None,None,None
467,58,456,448,None,,((CurrentTarget->kineticDamageBonus).(ModAdd)).RemoveItemModifier (kineticDamageBonus),None,None,None
468,17,464,465,None,,((CurrentTarget->emDamageBonus).(ModAdd)).RemoveItemModifier (emDamageBonus));     (((CurrentTarget->explosiveDamageBonus).(ModAdd)).RemoveItemModifier (explosiveDamageBonus),None,None,None
469,17,466,467,None,,((CurrentTarget->thermalDamageBonus).(ModAdd)).RemoveItemModifier (thermalDamageBonus));     (((CurrentTarget->kineticDamageBonus).(ModAdd)).RemoveItemModifier (kineticDamageBonus),None,None,None
470,17,468,469,None,,((CurrentTarget->emDamageBonus).(ModAdd)).RemoveItemModifier (emDamageBonus));     (((CurrentTarget->explosiveDamageBonus).(ModAdd)).RemoveItemModifier (explosiveDamageBonus));     (((CurrentTarget->thermalDamageBonus).(ModAdd)).RemoveItemModifier (thermalDamageBonus));     (((CurrentTarget->kineticDamageBonus).(ModAdd)).RemoveItemModifier (kineticDamageBonus),None,None,None
471,30,None,None,None,,ECMBurst(),None,None,None
472,71,None,None,None,,TargetSilently(),None,None,None
473,70,None,None,None,,TargetHostiles(),None,None,None
474,22,None,None,None,,capacitorRechargeRateMultiplier,None,None,144
475,22,None,None,None,,powerOutputMultiplier,None,None,145
476,31,10,389,None,,(CurrentShip->powerOutput).(PostMul),None,None,None
477,6,476,475,None,,((CurrentShip->powerOutput).(PostMul)).AddItemModifier (powerOutputMultiplier),None,None,None
478,58,476,475,None,,((CurrentShip->powerOutput).(PostMul)).RemoveItemModifier (powerOutputMultiplier),None,None,None
479,22,None,None,None,,shieldCapacityMultiplier,None,None,146
480,22,None,None,None,,capacitorCapacityMultiplier,None,None,147
481,31,10,2720,None,,(CurrentShip->shieldCapacity).(PostMul),None,None,None
482,31,10,2715,None,,(CurrentShip->capacitorCapacity).(PostMul),None,None,None
483,6,482,480,None,,((CurrentShip->capacitorCapacity).(PostMul)).AddItemModifier (capacitorCapacityMultiplier),None,None,None
484,58,482,480,None,,((CurrentShip->capacitorCapacity).(PostMul)).RemoveItemModifier (capacitorCapacityMultiplier),None,None,None
485,6,481,479,None,,((CurrentShip->shieldCapacity).(PostMul)).AddItemModifier (shieldCapacityMultiplier),None,None,None
486,58,481,479,None,,((CurrentShip->shieldCapacity).(PostMul)).RemoveItemModifier (shieldCapacityMultiplier),None,None,None
487,22,None,None,None,,armorHPMultiplier,None,None,148
488,22,None,None,None,,cargoCapacityMultiplier,None,None,149
489,31,10,110,None,,(CurrentShip->capacity).(PostMul),None,None,None
490,6,489,488,None,,((CurrentShip->capacity).(PostMul)).AddItemModifier (cargoCapacityMultiplier),None,None,None
491,58,489,488,None,,((CurrentShip->capacity).(PostMul)).RemoveItemModifier (cargoCapacityMultiplier),None,None,None
492,22,None,None,None,,structureHPMultiplier,None,None,150
493,31,10,207,None,,(CurrentShip->hp).(PostMul),None,None,None
494,6,493,492,None,,((CurrentShip->hp).(PostMul)).AddItemModifier (structureHPMultiplier),None,None,None
495,58,493,492,None,,((CurrentShip->hp).(PostMul)).RemoveItemModifier (structureHPMultiplier),None,None,None
496,22,None,None,None,,agilityBonus,None,None,151
497,22,None,None,None,,agility,None,None,70
498,12,4,497,None,,CurrentShip->agility,None,None,None
499,31,7,498,None,,(CurrentShip->agility).(ModAdd),None,None,None
500,6,499,496,None,,((CurrentShip->agility).(ModAdd)).AddItemModifier (agilityBonus),None,None,None
501,58,499,496,None,,((CurrentShip->agility).(ModAdd)).RemoveItemModifier (agilityBonus),None,None,None
502,22,None,None,None,,maxPassengersBonus,None,None,152
503,22,None,None,None,,maxPassengers,None,None,129
504,12,4,503,None,,CurrentShip->maxPassengers,None,None,None
505,31,7,504,None,,(CurrentShip->maxPassengers).(ModAdd),None,None,None
506,6,505,502,None,,((CurrentShip->maxPassengers).(ModAdd)).AddItemModifier (maxPassengersBonus),None,None,None
507,58,505,502,None,,((CurrentShip->maxPassengers).(ModAdd)).RemoveItemModifier (maxPassengersBonus),None,None,None
508,31,10,190,None,,(CurrentShip->armorHP).(PostMul),None,None,None
509,6,508,487,None,,((CurrentShip->armorHP).(PostMul)).AddItemModifier (armorHPMultiplier),None,None,None
510,58,508,487,None,,((CurrentShip->armorHP).(PostMul)).RemoveItemModifier (armorHPMultiplier),None,None,None
511,12,4,2713,None,,CurrentShip->armorThermalDamageResonance,None,None,None
512,12,4,2711,None,,CurrentShip->armorKineticDamageResonance,None,None,None
513,12,4,2708,None,,CurrentShip->armorEmDamageResonance,None,None,None
514,12,4,2709,None,,CurrentShip->armorExplosiveDamageResonance,None,None,None
515,31,10,511,None,,(CurrentShip->armorThermalDamageResonance).(PostMul),None,None,None
516,31,10,512,None,,(CurrentShip->armorKineticDamageResonance).(PostMul),None,None,None
517,31,5,513,None,,(CurrentShip->armorEmDamageResonance).(PostMul),None,None,None
518,31,10,514,None,,(CurrentShip->armorExplosiveDamageResonance).(PostMul),None,None,None
519,6,515,417,None,,((CurrentShip->armorThermalDamageResonance).(PostMul)).AddItemModifier (thermalDamageResonanceMultiplier),None,None,None
520,6,516,418,None,,((CurrentShip->armorKineticDamageResonance).(PostMul)).AddItemModifier (kineticDamageResonanceMultiplier),None,None,None
521,6,517,419,None,,((CurrentShip->armorEmDamageResonance).(PostMul)).AddItemModifier (emDamageResonanceMultiplier),None,None,None
522,6,518,420,None,,((CurrentShip->armorExplosiveDamageResonance).(PostMul)).AddItemModifier (explosiveDamageResonanceMultiplier),None,None,None
523,58,515,417,None,,((CurrentShip->armorThermalDamageResonance).(PostMul)).RemoveItemModifier (thermalDamageResonanceMultiplier),None,None,None
524,58,516,418,None,,((CurrentShip->armorKineticDamageResonance).(PostMul)).RemoveItemModifier (kineticDamageResonanceMultiplier),None,None,None
525,58,517,419,None,,((CurrentShip->armorEmDamageResonance).(PostMul)).RemoveItemModifier (emDamageResonanceMultiplier),None,None,None
526,58,518,420,None,,((CurrentShip->armorExplosiveDamageResonance).(PostMul)).RemoveItemModifier (explosiveDamageResonanceMultiplier),None,None,None
527,17,519,520,None,,((CurrentShip->armorThermalDamageResonance).(PostMul)).AddItemModifier (thermalDamageResonanceMultiplier));     (((CurrentShip->armorKineticDamageResonance).(PostMul)).AddItemModifier (kineticDamageResonanceMultiplier),None,None,None
528,17,521,522,None,,((CurrentShip->armorEmDamageResonance).(PostMul)).AddItemModifier (emDamageResonanceMultiplier));     (((CurrentShip->armorExplosiveDamageResonance).(PostMul)).AddItemModifier (explosiveDamageResonanceMultiplier),None,None,None
529,17,527,528,None,,((CurrentShip->armorThermalDamageResonance).(PostMul)).AddItemModifier (thermalDamageResonanceMultiplier));     (((CurrentShip->armorKineticDamageResonance).(PostMul)).AddItemModifier (kineticDamageResonanceMultiplier));     (((CurrentShip->armorEmDamageResonance).(PostMul)).AddItemModifier (emDamageResonanceMultiplier));     (((CurrentShip->armorExplosiveDamageResonance).(PostMul)).AddItemModifier (explosiveDamageResonanceMultiplier),None,None,None
530,17,523,524,None,,((CurrentShip->armorThermalDamageResonance).(PostMul)).RemoveItemModifier (thermalDamageResonanceMultiplier));     (((CurrentShip->armorKineticDamageResonance).(PostMul)).RemoveItemModifier (kineticDamageResonanceMultiplier),None,None,None
531,17,525,526,None,,((CurrentShip->armorEmDamageResonance).(PostMul)).RemoveItemModifier (emDamageResonanceMultiplier));     (((CurrentShip->armorExplosiveDamageResonance).(PostMul)).RemoveItemModifier (explosiveDamageResonanceMultiplier),None,None,None
532,17,530,531,None,,((CurrentShip->armorThermalDamageResonance).(PostMul)).RemoveItemModifier (thermalDamageResonanceMultiplier));     (((CurrentShip->armorKineticDamageResonance).(PostMul)).RemoveItemModifier (kineticDamageResonanceMultiplier));     (((CurrentShip->armorEmDamageResonance).(PostMul)).RemoveItemModifier (emDamageResonanceMultiplier));     (((CurrentShip->armorExplosiveDamageResonance).(PostMul)).RemoveItemModifier (explosiveDamageResonanceMultiplier),None,None,None
533,22,None,None,None,,attackRange,None,None,260
534,46,None,None,None,,LaunchDrone(),None,None,None
535,22,None,None,None,,charisma,None,None,164
536,22,None,None,None,,intelligence,None,None,165
537,22,None,None,None,,memory,None,None,166
538,22,None,None,None,,perception,None,None,167
539,22,None,None,None,,willpower,None,None,168
540,22,None,None,None,,customCharismaBonus,None,None,170
541,22,None,None,None,,customIntelligenceBonus,None,None,174
542,22,None,None,None,,customMemoryBonus,None,None,173
543,22,None,None,None,,customPerceptionBonus,None,None,172
544,22,None,None,None,,customWillpowerBonus,None,None,171
545,12,3,535,None,,CurrentChar->charisma,None,None,None
546,12,3,536,None,,CurrentChar->intelligence,None,None,None
547,12,3,537,None,,CurrentChar->memory,None,None,None
548,12,3,538,None,,CurrentChar->perception,None,None,None
549,12,3,539,None,,CurrentChar->willpower,None,None,None
550,31,7,545,None,,(CurrentChar->charisma).(ModAdd),None,None,None
551,31,7,546,None,,(CurrentChar->intelligence).(ModAdd),None,None,None
552,31,7,547,None,,(CurrentChar->memory).(ModAdd),None,None,None
553,31,7,548,None,,(CurrentChar->perception).(ModAdd),None,None,None
554,31,7,549,None,,(CurrentChar->willpower).(ModAdd),None,None,None
555,6,550,540,None,,((CurrentChar->charisma).(ModAdd)).AddItemModifier (customCharismaBonus),None,None,None
556,6,551,541,None,,((CurrentChar->intelligence).(ModAdd)).AddItemModifier (customIntelligenceBonus),None,None,None
557,6,552,542,None,,((CurrentChar->memory).(ModAdd)).AddItemModifier (customMemoryBonus),None,None,None
558,6,553,543,None,,((CurrentChar->perception).(ModAdd)).AddItemModifier (customPerceptionBonus),None,None,None
559,6,554,544,None,,((CurrentChar->willpower).(ModAdd)).AddItemModifier (customWillpowerBonus),None,None,None
560,17,555,556,None,,((CurrentChar->charisma).(ModAdd)).AddItemModifier (customCharismaBonus));     (((CurrentChar->intelligence).(ModAdd)).AddItemModifier (customIntelligenceBonus),None,None,None
561,17,557,558,None,,((CurrentChar->memory).(ModAdd)).AddItemModifier (customMemoryBonus));     (((CurrentChar->perception).(ModAdd)).AddItemModifier (customPerceptionBonus),None,None,None
562,17,560,561,None,,((CurrentChar->charisma).(ModAdd)).AddItemModifier (customCharismaBonus));     (((CurrentChar->intelligence).(ModAdd)).AddItemModifier (customIntelligenceBonus));     (((CurrentChar->memory).(ModAdd)).AddItemModifier (customMemoryBonus));     (((CurrentChar->perception).(ModAdd)).AddItemModifier (customPerceptionBonus),None,None,None
563,17,562,559,None,,((CurrentChar->charisma).(ModAdd)).AddItemModifier (customCharismaBonus));     (((CurrentChar->intelligence).(ModAdd)).AddItemModifier (customIntelligenceBonus));     (((CurrentChar->memory).(ModAdd)).AddItemModifier (customMemoryBonus));     (((CurrentChar->perception).(ModAdd)).AddItemModifier (customPerceptionBonus));     (((CurrentChar->willpower).(ModAdd)).AddItemModifier (customWillpowerBonus),None,None,None
564,22,None,None,None,,agilityMultiplier,None,None,169
565,31,10,498,None,,(CurrentShip->agility).(PostMul),None,None,None
566,6,565,564,None,,((CurrentShip->agility).(PostMul)).AddItemModifier (agilityMultiplier),None,None,None
567,58,565,564,None,,((CurrentShip->agility).(PostMul)).RemoveItemModifier (agilityMultiplier),None,None,None
568,22,None,None,None,,warpCapacitorNeed,None,None,153
569,22,None,None,None,,warpCapacitorNeedMultiplier,None,None,186
571,12,4,568,None,,CurrentShip->warpCapacitorNeed,None,None,None
572,31,10,571,None,,(CurrentShip->warpCapacitorNeed).(PostMul),None,None,None
573,6,572,569,None,,((CurrentShip->warpCapacitorNeed).(PostMul)).AddItemModifier (warpCapacitorNeedMultiplier),None,None,None
574,58,572,569,None,,((CurrentShip->warpCapacitorNeed).(PostMul)).RemoveItemModifier (warpCapacitorNeedMultiplier),None,None,None
575,22,None,None,None,,repairCostMultiplier,None,None,187
576,12,3,575,None,,CurrentChar->repairCostMultiplier,None,None,None
577,31,10,576,None,,(CurrentChar->repairCostMultiplier).(PostMul),None,None,None
578,6,577,575,None,,((CurrentChar->repairCostMultiplier).(PostMul)).AddItemModifier (repairCostMultiplier),None,None,None
579,58,577,575,None,,((CurrentChar->repairCostMultiplier).(PostMul)).RemoveItemModifier (repairCostMultiplier),None,None,None
580,22,None,None,None,,charismaBonus,None,None,175
581,22,None,None,None,,intelligenceBonus,None,None,176
582,22,None,None,None,,memoryBonus,None,None,177
583,22,None,None,None,,perceptionBonus,None,None,178
584,22,None,None,None,,willpowerBonus,None,None,179
585,6,550,580,None,,((CurrentChar->charisma).(ModAdd)).AddItemModifier (charismaBonus),None,None,None
586,6,551,581,None,,((CurrentChar->intelligence).(ModAdd)).AddItemModifier (intelligenceBonus),None,None,None
587,6,552,582,None,,((CurrentChar->memory).(ModAdd)).AddItemModifier (memoryBonus),None,None,None
588,6,553,583,None,,((CurrentChar->perception).(ModAdd)).AddItemModifier (perceptionBonus),None,None,None
589,6,554,584,None,,((CurrentChar->willpower).(ModAdd)).AddItemModifier (willpowerBonus),None,None,None
590,58,550,580,None,,((CurrentChar->charisma).(ModAdd)).RemoveItemModifier (charismaBonus),None,None,None
591,58,551,581,None,,((CurrentChar->intelligence).(ModAdd)).RemoveItemModifier (intelligenceBonus),None,None,None
592,58,552,582,None,,((CurrentChar->memory).(ModAdd)).RemoveItemModifier (memoryBonus),None,None,None
593,58,553,583,None,,((CurrentChar->perception).(ModAdd)).RemoveItemModifier (perceptionBonus),None,None,None
594,58,554,584,None,,((CurrentChar->willpower).(ModAdd)).RemoveItemModifier (willpowerBonus),None,None,None
595,22,None,None,None,,cargoScanResistance,None,None,188
596,12,4,595,None,,CurrentShip->cargoScanResistance,None,None,None
597,31,7,596,None,,(CurrentShip->cargoScanResistance).(ModAdd),None,None,None
598,6,597,595,None,,((CurrentShip->cargoScanResistance).(ModAdd)).AddItemModifier (cargoScanResistance),None,None,None
599,58,597,595,None,,((CurrentShip->cargoScanResistance).(ModAdd)).RemoveItemModifier (cargoScanResistance),None,None,None
600,22,None,None,None,,targetGroup,None,None,189
602,69,None,None,None,,SurveyScan(),None,None,None
604,74,None,None,None,,VerifyTargetGroup(),None,None,None
605,22,None,None,None,,corporationMemberLimit,None,None,190
606,12,3,605,None,,CurrentChar->corporationMemberLimit,None,None,None
607,31,7,606,None,,(CurrentChar->corporationMemberLimit).(ModAdd),None,None,None
608,22,None,None,None,,corporationMemberBonus,None,None,191
609,6,607,608,None,,((CurrentChar->corporationMemberLimit).(ModAdd)).AddItemModifier (corporationMemberBonus),None,None,None
610,58,607,608,None,,((CurrentChar->corporationMemberLimit).(ModAdd)).RemoveItemModifier (corporationMemberBonus),None,None,None
611,22,None,None,None,,maxLockedTargets,None,None,192
612,12,3,611,None,,CurrentChar->maxLockedTargets,None,None,None
613,31,7,612,None,,(CurrentChar->maxLockedTargets).(ModAdd),None,None,None
614,6,613,792,None,,((CurrentChar->maxLockedTargets).(ModAdd)).AddItemModifier (maxLockedTargetsBonus),None,None,None
615,58,613,792,None,,((CurrentChar->maxLockedTargets).(ModAdd)).RemoveItemModifier (maxLockedTargetsBonus),None,None,None
616,22,None,None,None,,maxAttackTargets,None,None,193
617,12,3,616,None,,CurrentChar->maxAttackTargets,None,None,None
618,31,7,617,None,,(CurrentChar->maxAttackTargets).(ModAdd),None,None,None
